id,user_id,a_image,b_image,a_info,b_info,answer,starttime,finishtime,answer_image,s_r_dimension,image,type,dimension,score,number,a_birth_year,a_education,a_experience,b_birth_year,b_education,b_experience,id_y,gender,age,dropdown,qualifications,career,level,Assessment,promotion,status
1571,user98f0c836b3,/uploads/images/s_beauty/s_beauty_high10.jpg,/uploads/images/s_beauty/s_beauty_low10.jpg,"1979年生,大学本科学历,曾在国有企业任职","1977年生,大学本科学历,曾在国有企业任职",A,2024/11/25 13:06,2024/11/25 13:07,/uploads/images/s_beauty/s_beauty_high10.jpg,s_beauty,s_beauty_high10,s,attractiveness,high,10,1979,大学本科,在国有企业任职,1977,大学本科,在国有企业任职,196,男,20-30（含）岁,本科,广西壮族自治区,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1570,user98f0c836b3,/uploads/images/s_trustworthy/s_trustworthy_high2.jpg,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,"1977年生,博士研究生学历,曾担任上级领导秘书","1977年生,硕士研究生学历,曾在国有企业任职",A,2024/11/25 13:06,2024/11/25 13:07,/uploads/images/s_trustworthy/s_trustworthy_high2.jpg,s_trustworthy,s_trustworthy_high2,s,trustworthiness,high,2,1977,博士研究生,担任上级领导秘书,1977,硕士研究生,在国有企业任职,196,男,20-30（含）岁,本科,广西壮族自治区,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1569,user98f0c836b3,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,/uploads/images/s_trustworthy/s_trustworthy_low14.jpg,"1975年生,博士研究生学历,曾在基层政府任职","1975年生,博士研究生学历,曾在基层政府任职",A,2024/11/25 13:06,2024/11/25 13:06,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,s_trustworthy,s_trustworthy_high14,s,trustworthiness,high,14,1975,博士研究生,在基层政府任职,1975,博士研究生,在基层政府任职,196,男,20-30（含）岁,本科,广西壮族自治区,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1552,userbcb9c23cfb,/uploads/images/s_trustworthy/s_trustworthy_high2.jpg,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,"1975年生,博士研究生学历,曾在基层政府任职","1977年生,硕士研究生学历,曾在中央部委任职",B,2024/11/25 13:02,2024/11/25 13:04,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,s_trustworthy,s_trustworthy_low2,s,trustworthiness,low,2,1975,博士研究生,在基层政府任职,1977,硕士研究生,在中央部委任职,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1551,userbcb9c23cfb,/uploads/images/s_trustworthy/s_trustworthy_low14.jpg,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,"1977年生,大学本科学历,曾在中央部委任职","1977年生,大学本科学历,曾在国有企业任职",A,2024/11/25 13:02,2024/11/25 13:04,/uploads/images/s_trustworthy/s_trustworthy_low14.jpg,s_trustworthy,s_trustworthy_low14,s,trustworthiness,low,14,1977,大学本科,在中央部委任职,1977,大学本科,在国有企业任职,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1550,userbcb9c23cfb,/uploads/images/s_smart/s_smart_low19.jpg,/uploads/images/s_smart/s_smart_high19.jpg,"1973年生,硕士研究生学历,曾在国有企业任职","1973年生,硕士研究生学历,曾在中央部委任职",A,2024/11/25 13:02,2024/11/25 13:04,/uploads/images/s_smart/s_smart_low19.jpg,s_smart,s_smart_low19,s,competence,low,19,1973,硕士研究生,在国有企业任职,1973,硕士研究生,在中央部委任职,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1549,userbcb9c23cfb,/uploads/images/s_smart/s_smart_low1.jpg,/uploads/images/s_smart/s_smart_high1.jpg,"1979年生,博士研究生学历,曾在国有企业任职","1977年生,博士研究生学历,曾在基层政府任职",B,2024/11/25 13:02,2024/11/25 13:04,/uploads/images/s_smart/s_smart_high1.jpg,s_smart,s_smart_high1,s,competence,high,1,1979,博士研究生,在国有企业任职,1977,博士研究生,在基层政府任职,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1548,userbcb9c23cfb,/uploads/images/s_aggressive/s_aggressive_low7.jpg,/uploads/images/s_aggressive/s_aggressive_high7.jpg,"1975年生,硕士研究生学历,曾担任上级领导秘书","1973年生,博士研究生学历,曾担任上级领导秘书",A,2024/11/25 13:02,2024/11/25 13:04,/uploads/images/s_aggressive/s_aggressive_low7.jpg,s_aggressive,s_aggressive_low7,s,aggressiveness,low,7,1975,硕士研究生,担任上级领导秘书,1973,博士研究生,担任上级领导秘书,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1547,userbcb9c23cfb,/uploads/images/s_aggressive/s_aggressive_high12.jpg,/uploads/images/s_aggressive/s_aggressive_low12.jpg,"1979年生,硕士研究生学历,曾在国有企业任职","1973年生,硕士研究生学历,曾担任上级领导秘书",A,2024/11/25 13:02,2024/11/25 13:04,/uploads/images/s_aggressive/s_aggressive_high12.jpg,s_aggressive,s_aggressive_high12,s,aggressiveness,high,12,1979,硕士研究生,在国有企业任职,1973,硕士研究生,担任上级领导秘书,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1546,userbcb9c23cfb,/uploads/images/s_beauty/s_beauty_low5.jpg,/uploads/images/s_beauty/s_beauty_high5.jpg,"1973年生,博士研究生学历,曾在基层政府任职","1977年生,硕士研究生学历,曾在国有企业任职",A,2024/11/25 13:02,2024/11/25 13:03,/uploads/images/s_beauty/s_beauty_low5.jpg,s_beauty,s_beauty_low5,s,attractiveness,low,5,1973,博士研究生,在基层政府任职,1977,硕士研究生,在国有企业任职,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1545,userbcb9c23cfb,/uploads/images/s_beauty/s_beauty_low10.jpg,/uploads/images/s_beauty/s_beauty_high10.jpg,"1975年生,硕士研究生学历,曾在中央部委任职","1977年生,硕士研究生学历,曾担任上级领导秘书",B,2024/11/25 13:02,2024/11/25 13:03,/uploads/images/s_beauty/s_beauty_high10.jpg,s_beauty,s_beauty_high10,s,attractiveness,high,10,1975,硕士研究生,在中央部委任职,1977,硕士研究生,担任上级领导秘书,193,女,20-30（含）岁,硕士,湖北省,国有企业或事业单位工作人员,副处及以下,学历水平、工作经验、政治觉悟,具备相应的任职经历和工作实绩,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1544,user0c4b83907c,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,/uploads/images/s_trustworthy/s_trustworthy_high2.jpg,"1973年生,硕士研究生学历,曾在国有企业任职","1979年生,博士研究生学历,曾在中央部委任职",B,2024/11/25 12:55,2024/11/25 12:57,/uploads/images/s_trustworthy/s_trustworthy_high2.jpg,s_trustworthy,s_trustworthy_high2,s,trustworthiness,high,2,1973,硕士研究生,在国有企业任职,1979,博士研究生,在中央部委任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1543,user0c4b83907c,/uploads/images/s_trustworthy/s_trustworthy_low14.jpg,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,"1977年生,大学本科学历,曾在基层政府任职","1975年生,硕士研究生学历,曾在中央部委任职",B,2024/11/25 12:55,2024/11/25 12:57,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,s_trustworthy,s_trustworthy_high14,s,trustworthiness,high,14,1977,大学本科,在基层政府任职,1975,硕士研究生,在中央部委任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1542,user0c4b83907c,/uploads/images/s_aggressive/s_aggressive_low7.jpg,/uploads/images/s_aggressive/s_aggressive_high7.jpg,"1979年生,硕士研究生学历,曾在国有企业任职","1973年生,大学本科学历,曾在中央部委任职",B,2024/11/25 12:55,2024/11/25 12:56,/uploads/images/s_aggressive/s_aggressive_high7.jpg,s_aggressive,s_aggressive_high7,s,aggressiveness,high,7,1979,硕士研究生,在国有企业任职,1973,大学本科,在中央部委任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1541,user0c4b83907c,/uploads/images/s_aggressive/s_aggressive_low12.jpg,/uploads/images/s_aggressive/s_aggressive_high12.jpg,"1979年生,博士研究生学历,曾在国有企业任职","1973年生,博士研究生学历,曾在基层政府任职",B,2024/11/25 12:55,2024/11/25 12:56,/uploads/images/s_aggressive/s_aggressive_high12.jpg,s_aggressive,s_aggressive_high12,s,aggressiveness,high,12,1979,博士研究生,在国有企业任职,1973,博士研究生,在基层政府任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1540,user0c4b83907c,/uploads/images/s_smart/s_smart_high19.jpg,/uploads/images/s_smart/s_smart_low19.jpg,"1973年生,大学本科学历,曾在国有企业任职","1979年生,博士研究生学历,曾在基层政府任职",B,2024/11/25 12:55,2024/11/25 12:56,/uploads/images/s_smart/s_smart_low19.jpg,s_smart,s_smart_low19,s,competence,low,19,1973,大学本科,在国有企业任职,1979,博士研究生,在基层政府任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1539,user0c4b83907c,/uploads/images/s_smart/s_smart_high1.jpg,/uploads/images/s_smart/s_smart_low1.jpg,"1979年生,硕士研究生学历,曾在中央部委任职","1973年生,博士研究生学历,曾在基层政府任职",A,2024/11/25 12:55,2024/11/25 12:56,/uploads/images/s_smart/s_smart_high1.jpg,s_smart,s_smart_high1,s,competence,high,1,1979,硕士研究生,在中央部委任职,1973,博士研究生,在基层政府任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1538,user0c4b83907c,/uploads/images/s_beauty/s_beauty_high5.jpg,/uploads/images/s_beauty/s_beauty_low5.jpg,"1977年生,硕士研究生学历,曾在基层政府任职","1979年生,硕士研究生学历,曾在中央部委任职",B,2024/11/25 12:55,2024/11/25 12:56,/uploads/images/s_beauty/s_beauty_low5.jpg,s_beauty,s_beauty_low5,s,attractiveness,low,5,1977,硕士研究生,在基层政府任职,1979,硕士研究生,在中央部委任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1537,user0c4b83907c,/uploads/images/s_beauty/s_beauty_high10.jpg,/uploads/images/s_beauty/s_beauty_low10.jpg,"1979年生,硕士研究生学历,曾在国有企业任职","1977年生,大学本科学历,曾在国有企业任职",A,2024/11/25 12:55,2024/11/25 12:56,/uploads/images/s_beauty/s_beauty_high10.jpg,s_beauty,s_beauty_high10,s,attractiveness,high,10,1979,硕士研究生,在国有企业任职,1977,大学本科,在国有企业任职,192,女,30-40（含）岁,硕士,湖北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1520,userdc23acca38,/uploads/images/s_beauty/s_beauty_high5.jpg,/uploads/images/s_beauty/s_beauty_low5.jpg,"1979年生,硕士研究生学历,曾在中央部委任职","1973年生,博士研究生学历,曾在国有企业任职",A,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_beauty/s_beauty_high5.jpg,s_beauty,s_beauty_high5,s,attractiveness,high,5,1979,硕士研究生,在中央部委任职,1973,博士研究生,在国有企业任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1519,userdc23acca38,/uploads/images/s_beauty/s_beauty_low10.jpg,/uploads/images/s_beauty/s_beauty_high10.jpg,"1973年生,博士研究生学历,曾担任上级领导秘书","1979年生,博士研究生学历,曾在基层政府任职",A,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_beauty/s_beauty_low10.jpg,s_beauty,s_beauty_low10,s,attractiveness,low,10,1973,博士研究生,担任上级领导秘书,1979,博士研究生,在基层政府任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1518,userdc23acca38,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,/uploads/images/s_trustworthy/s_trustworthy_high2.jpg,"1979年生,博士研究生学历,曾在基层政府任职","1979年生,博士研究生学历,曾在中央部委任职",A,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,s_trustworthy,s_trustworthy_low2,s,trustworthiness,low,2,1979,博士研究生,在基层政府任职,1979,博士研究生,在中央部委任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1517,userdc23acca38,/uploads/images/s_trustworthy/s_trustworthy_low14.jpg,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,"1979年生,博士研究生学历,曾在中央部委任职","1977年生,博士研究生学历,曾在国有企业任职",B,2024/11/25 12:51,2024/11/25 12:52,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,s_trustworthy,s_trustworthy_high14,s,trustworthiness,high,14,1979,博士研究生,在中央部委任职,1977,博士研究生,在国有企业任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1516,userdc23acca38,/uploads/images/s_aggressive/s_aggressive_low7.jpg,/uploads/images/s_aggressive/s_aggressive_high7.jpg,"1979年生,大学本科学历,曾在国有企业任职","1973年生,硕士研究生学历,曾在基层政府任职",B,2024/11/25 12:51,2024/11/25 12:52,/uploads/images/s_aggressive/s_aggressive_high7.jpg,s_aggressive,s_aggressive_high7,s,aggressiveness,high,7,1979,大学本科,在国有企业任职,1973,硕士研究生,在基层政府任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1515,userdc23acca38,/uploads/images/s_aggressive/s_aggressive_low12.jpg,/uploads/images/s_aggressive/s_aggressive_high12.jpg,"1979年生,硕士研究生学历,曾在中央部委任职","1973年生,博士研究生学历,曾在基层政府任职",B,2024/11/25 12:51,2024/11/25 12:52,/uploads/images/s_aggressive/s_aggressive_high12.jpg,s_aggressive,s_aggressive_high12,s,aggressiveness,high,12,1979,硕士研究生,在中央部委任职,1973,博士研究生,在基层政府任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1514,userdc23acca38,/uploads/images/s_smart/s_smart_high19.jpg,/uploads/images/s_smart/s_smart_low19.jpg,"1979年生,硕士研究生学历,曾担任上级领导秘书","1973年生,博士研究生学历,曾在国有企业任职",A,2024/11/25 12:51,2024/11/25 12:52,/uploads/images/s_smart/s_smart_high19.jpg,s_smart,s_smart_high19,s,competence,high,19,1979,硕士研究生,担任上级领导秘书,1973,博士研究生,在国有企业任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1513,userdc23acca38,/uploads/images/s_smart/s_smart_high1.jpg,/uploads/images/s_smart/s_smart_low1.jpg,"1975年生,大学本科学历,曾担任上级领导秘书","1979年生,博士研究生学历,曾在中央部委任职",A,2024/11/25 12:51,2024/11/25 12:52,/uploads/images/s_smart/s_smart_high1.jpg,s_smart,s_smart_high1,s,competence,high,1,1975,大学本科,担任上级领导秘书,1979,博士研究生,在中央部委任职,189,男,30-40（含）岁,本科,河北省,国有企业或事业单位工作人员,无级别,德、能、勤、绩、廉,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1512,user689c1f0c08,/uploads/images/s_smart/s_smart_high19.jpg,/uploads/images/s_smart/s_smart_low19.jpg,"1979年生,硕士研究生学历,曾担任上级领导秘书","1979年生,大学本科学历,曾担任上级领导秘书",A,2024/11/25 12:51,2024/11/25 12:54,/uploads/images/s_smart/s_smart_high19.jpg,s_smart,s_smart_high19,s,competence,high,19,1979,硕士研究生,担任上级领导秘书,1979,大学本科,担任上级领导秘书,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1511,user689c1f0c08,/uploads/images/s_smart/s_smart_low1.jpg,/uploads/images/s_smart/s_smart_high1.jpg,"1979年生,大学本科学历,曾担任上级领导秘书","1979年生,博士研究生学历,曾在基层政府任职",B,2024/11/25 12:51,2024/11/25 12:54,/uploads/images/s_smart/s_smart_high1.jpg,s_smart,s_smart_high1,s,competence,high,1,1979,大学本科,担任上级领导秘书,1979,博士研究生,在基层政府任职,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1510,user689c1f0c08,/uploads/images/s_beauty/s_beauty_low5.jpg,/uploads/images/s_beauty/s_beauty_high5.jpg,"1979年生,博士研究生学历,曾担任上级领导秘书","1979年生,硕士研究生学历,曾担任上级领导秘书",A,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_beauty/s_beauty_low5.jpg,s_beauty,s_beauty_low5,s,attractiveness,low,5,1979,博士研究生,担任上级领导秘书,1979,硕士研究生,担任上级领导秘书,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1509,user689c1f0c08,/uploads/images/s_beauty/s_beauty_high10.jpg,/uploads/images/s_beauty/s_beauty_low10.jpg,"1979年生,大学本科学历,曾在基层政府任职","1973年生,博士研究生学历,曾担任上级领导秘书",B,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_beauty/s_beauty_low10.jpg,s_beauty,s_beauty_low10,s,attractiveness,low,10,1979,大学本科,在基层政府任职,1973,博士研究生,担任上级领导秘书,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1508,user689c1f0c08,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,/uploads/images/s_trustworthy/s_trustworthy_high2.jpg,"1979年生,硕士研究生学历,曾在基层政府任职","1973年生,大学本科学历,曾在国有企业任职",A,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_trustworthy/s_trustworthy_low2.jpg,s_trustworthy,s_trustworthy_low2,s,trustworthiness,low,2,1979,硕士研究生,在基层政府任职,1973,大学本科,在国有企业任职,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1507,user689c1f0c08,/uploads/images/s_trustworthy/s_trustworthy_low14.jpg,/uploads/images/s_trustworthy/s_trustworthy_high14.jpg,"1975年生,大学本科学历,曾在中央部委任职","1975年生,大学本科学历,曾在国有企业任职",A,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_trustworthy/s_trustworthy_low14.jpg,s_trustworthy,s_trustworthy_low14,s,trustworthiness,low,14,1975,大学本科,在中央部委任职,1975,大学本科,在国有企业任职,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1506,user689c1f0c08,/uploads/images/s_aggressive/s_aggressive_low7.jpg,/uploads/images/s_aggressive/s_aggressive_high7.jpg,"1979年生,大学本科学历,曾在中央部委任职","1979年生,博士研究生学历,曾在基层政府任职",B,2024/11/25 12:51,2024/11/25 12:53,/uploads/images/s_aggressive/s_aggressive_high7.jpg,s_aggressive,s_aggressive_high7,s,aggressiveness,high,7,1979,大学本科,在中央部委任职,1979,博士研究生,在基层政府任职,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1505,user689c1f0c08,/uploads/images/s_aggressive/s_aggressive_low12.jpg,/uploads/images/s_aggressive/s_aggressive_high12.jpg,"1977年生,硕士研究生学历,曾在基层政府任职","1975年生,大学本科学历,曾在中央部委任职",A,2024/11/25 12:51,2024/11/25 12:52,/uploads/images/s_aggressive/s_aggressive_low12.jpg,s_aggressive,s_aggressive_low12,s,aggressiveness,low,12,1977,硕士研究生,在基层政府任职,1975,大学本科,在中央部委任职,188,女,30-40（含）岁,本科,北京市,国有企业或事业单位工作人员,无级别,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1488,usera2d9530de0,/uploads/images/s_smart/s_smart_low19.jpg,/uploads/images/s_smart/s_smart_high19.jpg,"1979年生,博士研究生学历,曾担任上级领导秘书","1973年生,大学本科学历,曾在国有企业任职",A,2024/11/25 12:47,2024/11/25 12:49,/uploads/images/s_smart/s_smart_low19.jpg,s_smart,s_smart_low19,s,competence,low,19,1979,博士研究生,担任上级领导秘书,1973,大学本科,在国有企业任职,185,男,30-40（含）岁,硕士,山东省,国有企业或事业单位工作人员,副处及以下,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1487,usera2d9530de0,/uploads/images/s_smart/s_smart_high1.jpg,/uploads/images/s_smart/s_smart_low1.jpg,"1975年生,大学本科学历,曾担任上级领导秘书","1973年生,大学本科学历,曾在基层政府任职",A,2024/11/25 12:47,2024/11/25 12:49,/uploads/images/s_smart/s_smart_high1.jpg,s_smart,s_smart_high1,s,competence,high,1,1975,大学本科,担任上级领导秘书,1973,大学本科,在基层政府任职,185,男,30-40（含）岁,硕士,山东省,国有企业或事业单位工作人员,副处及以下,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1486,usera2d9530de0,/uploads/images/s_aggressive/s_aggressive_low7.jpg,/uploads/images/s_aggressive/s_aggressive_high7.jpg,"1977年生,硕士研究生学历,曾担任上级领导秘书","1973年生,大学本科学历,曾在国有企业任职",A,2024/11/25 12:47,2024/11/25 12:49,/uploads/images/s_aggressive/s_aggressive_low7.jpg,s_aggressive,s_aggressive_low7,s,aggressiveness,low,7,1977,硕士研究生,担任上级领导秘书,1973,大学本科,在国有企业任职,185,男,30-40（含）岁,硕士,山东省,国有企业或事业单位工作人员,副处及以下,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1485,usera2d9530de0,/uploads/images/s_aggressive/s_aggressive_high12.jpg,/uploads/images/s_aggressive/s_aggressive_low12.jpg,"1979年生,博士研究生学历,曾在基层政府任职","1973年生,硕士研究生学历,曾担任上级领导秘书",A,2024/11/25 12:47,2024/11/25 12:49,/uploads/images/s_aggressive/s_aggressive_high12.jpg,s_aggressive,s_aggressive_high12,s,aggressiveness,high,12,1979,博士研究生,在基层政府任职,1973,硕士研究生,担任上级领导秘书,185,男,30-40（含）岁,硕士,山东省,国有企业或事业单位工作人员,副处及以下,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1484,usera2d9530de0,/uploads/images/s_beauty/s_beauty_low5.jpg,/uploads/images/s_beauty/s_beauty_high5.jpg,"1975年生,硕士研究生学历,曾在中央部委任职","1979年生,大学本科学历,曾在国有企业任职",B,2024/11/25 12:47,2024/11/25 12:49,/uploads/images/s_beauty/s_beauty_high5.jpg,s_beauty,s_beauty_high5,s,attractiveness,high,5,1975,硕士研究生,在中央部委任职,1979,大学本科,在国有企业任职,185,男,30-40（含）岁,硕士,山东省,国有企业或事业单位工作人员,副处及以下,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
1483,usera2d9530de0,/uploads/images/s_beauty/s_beauty_high10.jpg,/uploads/images/s_beauty/s_beauty_low10.jpg,"1975年生,大学本科学历,曾在中央部委任职","1977年生,博士研究生学历,曾担任上级领导秘书",B,2024/11/25 12:47,2024/11/25 12:48,/uploads/images/s_beauty/s_beauty_low10.jpg,s_beauty,s_beauty_low10,s,attractiveness,low,10,1975,大学本科,在中央部委任职,1977,博士研究生,担任上级领导秘书,185,男,30-40（含）岁,硕士,山东省,国有企业或事业单位工作人员,副处及以下,工作能力、工作作风、纪律性、沟通技巧,年龄达到35岁以上,"<span class=""text-success""><i class=""fa fa-circle""></i> 已经作答</span>"
